date,tournament,home_team,away_team,home_score,away_score,winner,tournament_category
1912-06-23,Friendly,Norway,Hungary,0,6,Hungary,Friendly/Invitationals
1912-06-27,Friendly,Sweden,Finland,7,1,Sweden,Friendly/Invitationals
1912-06-30,Friendly,Austria,Italy,5,1,Austria,Friendly/Invitationals
1912-07-01,Friendly,Austria,Norway,1,1,Draw,Friendly/Invitationals
1912-07-03,Friendly,Hungary,Austria,3,0,Hungary,Friendly/Invitationals
1912-07-03,Friendly,Norway,Russia,2,1,Norway,Friendly/Invitationals
1912-07-05,Friendly,Netherlands,Austria,3,1,Netherlands,Friendly/Invitationals
1912-07-12,Friendly,Russia,Hungary,0,9,Hungary,Friendly/Invitationals
1912-07-14,Friendly,Russia,Hungary,0,12,Hungary,Friendly/Invitationals
1912-08-15,Copa Lipton,Uruguay,Argentina,2,0,Uruguay,Other Tournaments
1912-08-25,Copa Premio Honor Uruguayo,Uruguay,Argentina,3,0,Uruguay,Other Tournaments
1912-09-22,Copa Premio Honor Argentino,Argentina,Uruguay,0,1,Uruguay,Other Tournaments
1912-10-06,Copa Newton,Argentina,Uruguay,3,3,Draw,Other Tournaments
1912-10-06,Friendly,Denmark,Germany,3,1,Denmark,Friendly/Invitationals
1912-11-03,Friendly,Hungary,Austria,4,0,Hungary,Friendly/Invitationals
1912-11-03,Friendly,Sweden,Norway,4,2,Sweden,Friendly/Invitationals
1912-11-17,Friendly,Germany,Netherlands,2,3,Netherlands,Friendly/Invitationals
1912-12-01,Friendly,Uruguay,Argentina,1,3,Argentina,Friendly/Invitationals
1912-12-01,Friendly,Catalonia,France,1,0,Catalonia,Friendly/Invitationals
1912-12-22,Friendly,Italy,Austria,1,3,Austria,Friendly/Invitationals
1913-01-12,Friendly,France,Italy,1,0,France,Friendly/Invitationals
1913-01-18,British Home Championship,Northern Ireland,Wales,0,1,Wales,Other Tournaments
1913-02-04,Far Eastern Championship Games,Philippines,China PR,2,1,Philippines,Other Tournaments
1913-02-15,British Home Championship,Northern Ireland,England,2,1,Northern Ireland,Other Tournaments
1913-02-16,Friendly,Belgium,France,3,0,Belgium,Friendly/Invitationals
1913-03-03,British Home Championship,Wales,Scotland,0,0,Draw,Other Tournaments
1913-03-09,Friendly,Belgium,Netherlands,3,3,Draw,Friendly/Invitationals
1913-03-09,Friendly,Switzerland,France,1,4,France,Friendly/Invitationals
1913-03-15,British Home Championship,Northern Ireland,Scotland,1,2,Scotland,Other Tournaments
1913-03-17,British Home Championship,England,Wales,4,3,England,Other Tournaments
1913-04-03,Muratti Vase,Jersey,Alderney,5,2,Jersey,Other Tournaments
1913-04-05,British Home Championship,England,Scotland,1,0,England,Other Tournaments
1913-04-17,Muratti Vase,Jersey,Guernsey,2,4,Guernsey,Other Tournaments
1913-04-20,Friendly,France,Luxembourg,8,0,France,Friendly/Invitationals
1913-04-20,Friendly,Netherlands,Belgium,2,4,Belgium,Friendly/Invitationals
1913-04-27,Friendly,Austria,Hungary,1,4,Hungary,Friendly/Invitationals
1913-05-01,Friendly,Italy,Belgium,1,0,Italy,Friendly/Invitationals
1913-05-04,Friendly,Russia,Sweden,1,4,Sweden,Friendly/Invitationals
1913-05-04,Friendly,Switzerland,Belgium,1,2,Belgium,Friendly/Invitationals
1913-05-18,Friendly,Germany,Switzerland,1,2,Switzerland,Friendly/Invitationals
1913-05-18,Friendly,Hungary,Sweden,2,0,Hungary,Friendly/Invitationals
1913-05-25,Friendly,Denmark,Sweden,8,0,Denmark,Friendly/Invitationals
1913-06-08,Friendly,Sweden,Norway,9,0,Sweden,Friendly/Invitationals
1913-06-15,Friendly,Argentina,Uruguay,1,1,Draw,Friendly/Invitationals
1913-06-15,Friendly,Austria,Italy,2,0,Austria,Friendly/Invitationals
1913-07-09,Friendly,Argentina,Uruguay,2,1,Argentina,Friendly/Invitationals
1913-08-15,Copa Lipton,Argentina,Uruguay,4,0,Argentina,Other Tournaments
1913-08-31,Copa Premio Honor Argentino,Argentina,Uruguay,2,0,Argentina,Other Tournaments
1913-09-14,Friendly,Russia,Norway,1,1,Draw,Friendly/Invitationals
1913-09-21,Friendly,Chile,Argentina,0,2,Argentina,Friendly/Invitationals
1913-10-05,Friendly,Sweden,Denmark,0,10,Denmark,Friendly/Invitationals
1913-10-05,Copa Premio Honor Uruguayo,Uruguay,Argentina,1,0,Uruguay,Other Tournaments
1913-10-26,Friendly,Germany,Denmark,1,4,Denmark,Friendly/Invitationals
1913-10-26,Friendly,Hungary,Austria,4,3,Hungary,Friendly/Invitationals
1913-10-26,Friendly,Norway,Sweden,1,1,Draw,Friendly/Invitationals
1913-10-26,Copa Newton,Uruguay,Argentina,1,0,Uruguay,Other Tournaments
1913-11-02,Friendly,Belgium,Switzerland,2,0,Belgium,Friendly/Invitationals
1913-11-23,Friendly,Belgium,Germany,6,2,Belgium,Friendly/Invitationals
1914-01-11,Friendly,Italy,Austria,0,0,Draw,Friendly/Invitationals
1914-01-19,British Home Championship,Wales,Northern Ireland,1,2,Northern Ireland,Other Tournaments
1914-01-25,Friendly,France,Belgium,4,3,France,Friendly/Invitationals
1914-02-08,Friendly,Luxembourg,France,5,4,Luxembourg,Friendly/Invitationals
1914-02-14,British Home Championship,England,Northern Ireland,0,3,Northern Ireland,Other Tournaments
1914-02-28,British Home Championship,Scotland,Wales,0,0,Draw,Other Tournaments
1914-03-08,Friendly,France,Switzerland,2,2,Draw,Friendly/Invitationals
1914-03-14,British Home Championship,Northern Ireland,Scotland,1,1,Draw,Other Tournaments
1914-03-15,Friendly,Belgium,Netherlands,2,4,Netherlands,Friendly/Invitationals
1914-03-16,British Home Championship,Wales,England,0,2,England,Other Tournaments
1914-03-29,Friendly,Italy,France,2,0,Italy,Friendly/Invitationals
1914-04-02,Muratti Vase,Guernsey,Alderney,4,0,Guernsey,Other Tournaments
1914-04-04,British Home Championship,Scotland,England,3,1,Scotland,Other Tournaments
1914-04-05,Friendly,Italy,Switzerland,1,1,Draw,Friendly/Invitationals
1914-04-05,Friendly,Netherlands,Germany,4,4,Draw,Friendly/Invitationals
1914-04-23,Muratti Vase,Guernsey,Jersey,2,1,Guernsey,Other Tournaments
1914-04-26,Friendly,Netherlands,Belgium,4,2,Netherlands,Friendly/Invitationals
1914-05-03,Friendly,Austria,Hungary,2,0,Austria,Friendly/Invitationals
1914-05-17,Friendly,Denmark,Netherlands,4,3,Denmark,Friendly/Invitationals
1914-05-17,Friendly,Switzerland,Italy,0,1,Italy,Friendly/Invitationals
1914-05-24,Friendly,Sweden,Finland,4,3,Sweden,Friendly/Invitationals
1914-05-31,Friendly,Hungary,France,5,1,Hungary,Friendly/Invitationals
1914-06-21,Friendly,Sweden,Hungary,1,1,Draw,Friendly/Invitationals
1914-06-28,Friendly,Norway,Sweden,0,1,Sweden,Friendly/Invitationals
1914-07-05,Friendly,Sweden,Russia,2,2,Draw,Friendly/Invitationals
1914-07-12,Friendly,Norway,Russia,1,1,Draw,Friendly/Invitationals
1914-08-30,Copa Premio Honor Uruguayo,Uruguay,Argentina,3,2,Uruguay,Other Tournaments
1914-09-13,Copa Premio Honor Argentino,Argentina,Uruguay,2,1,Argentina,Other Tournaments
1914-09-20,Friendly,Argentina,Brazil,3,0,Argentina,Friendly/Invitationals
1914-09-27,Copa Roca,Argentina,Brazil,0,1,Brazil,Other Tournaments
1914-10-04,Friendly,Hungary,Austria,2,2,Draw,Friendly/Invitationals
1914-10-25,Friendly,Sweden,Norway,7,0,Sweden,Friendly/Invitationals
1914-11-08,Friendly,Austria,Hungary,1,2,Hungary,Friendly/Invitationals
1915-01-03,Friendly,Basque Country,Catalonia,6,1,Basque Country,Friendly/Invitationals
1915-01-31,Friendly,Italy,Switzerland,3,1,Italy,Friendly/Invitationals
1915-02-07,Friendly,Catalonia,Basque Country,2,2,Draw,Friendly/Invitationals
1915-05-02,Friendly,Hungary,Austria,2,5,Austria,Friendly/Invitationals
1915-05-13,Friendly,Basque Country,Catalonia,1,0,Basque Country,Friendly/Invitationals
1915-05-18,Far Eastern Championship Games,China PR,Philippines,0,0,Draw,Other Tournaments
1915-05-19,Far Eastern Championship Games,China PR,Philippines,1,0,China PR,Other Tournaments
1915-05-30,Friendly,Austria,Hungary,1,2,Hungary,Friendly/Invitationals
1915-06-06,Friendly,Denmark,Sweden,2,0,Denmark,Friendly/Invitationals
1915-06-27,Friendly,Norway,Sweden,1,1,Draw,Friendly/Invitationals
1915-07-18,Copa Premio Honor Uruguayo,Uruguay,Argentina,2,3,Argentina,Other Tournaments
1915-08-15,Copa Lipton,Argentina,Uruguay,2,1,Argentina,Other Tournaments
1915-09-12,Copa Newton,Uruguay,Argentina,2,0,Uruguay,Other Tournaments
1915-09-19,Friendly,Denmark,Norway,8,1,Denmark,Friendly/Invitationals
1915-10-03,Friendly,Austria,Hungary,4,2,Austria,Friendly/Invitationals
1915-10-24,Friendly,Sweden,Norway,5,2,Sweden,Friendly/Invitationals
1915-10-31,Friendly,Sweden,Denmark,0,2,Denmark,Friendly/Invitationals
1915-11-07,Friendly,Hungary,Austria,6,2,Hungary,Friendly/Invitationals
1916-05-07,Friendly,Austria,Hungary,3,1,Austria,Friendly/Invitationals
1916-05-21,Friendly,Catalonia,Basque Country,1,3,Basque Country,Friendly/Invitationals
1916-05-22,Friendly,Catalonia,Basque Country,0,0,Draw,Friendly/Invitationals
1916-06-04,Friendly,Denmark,Sweden,2,0,Denmark,Friendly/Invitationals
1916-06-04,Friendly,Hungary,Austria,2,1,Hungary,Friendly/Invitationals
1916-06-04,Friendly,Basque Country,Catalonia,5,0,Basque Country,Friendly/Invitationals
1916-06-25,Friendly,Norway,Denmark,0,2,Denmark,Friendly/Invitationals
1916-07-02,Copa América,Chile,Uruguay,0,4,Uruguay,Other Tournaments
1916-07-02,Friendly,Sweden,Norway,6,0,Sweden,Friendly/Invitationals
1916-07-06,Copa América,Argentina,Chile,6,1,Argentina,Other Tournaments
1916-07-08,Copa América,Brazil,Chile,1,1,Draw,Other Tournaments
1916-07-10,Copa América,Argentina,Brazil,1,1,Draw,Other Tournaments
1916-07-12,Friendly,Argentina,Chile,1,0,Argentina,Friendly/Invitationals
1916-07-12,Copa América,Brazil,Uruguay,1,2,Uruguay,Other Tournaments
1916-07-14,Friendly,Uruguay,Chile,4,1,Uruguay,Friendly/Invitationals
1916-07-17,Copa América,Argentina,Uruguay,0,0,Draw,Other Tournaments
1916-07-18,Friendly,Uruguay,Brazil,0,1,Brazil,Friendly/Invitationals
1916-08-15,Copa Newton,Argentina,Uruguay,3,1,Argentina,Other Tournaments
1916-08-15,Copa Lipton,Uruguay,Argentina,1,2,Argentina,Other Tournaments
1916-08-20,Friendly,Sweden,United States,2,3,United States,Friendly/Invitationals
1916-09-03,Friendly,Norway,United States,1,1,Draw,Friendly/Invitationals
1916-10-01,Friendly,Argentina,Uruguay,7,2,Argentina,Friendly/Invitationals
1916-10-01,Friendly,Hungary,Austria,2,3,Austria,Friendly/Invitationals
1916-10-01,Friendly,Norway,Sweden,0,0,Draw,Friendly/Invitationals
1916-10-01,Copa Premio Honor Uruguayo,Uruguay,Argentina,0,1,Argentina,Other Tournaments
1916-10-08,Friendly,Sweden,Denmark,4,0,Sweden,Friendly/Invitationals
1916-10-15,Friendly,Denmark,Norway,8,0,Denmark,Friendly/Invitationals
1916-10-29,Friendly,Uruguay,Argentina,3,1,Uruguay,Friendly/Invitationals
1916-11-05,Friendly,Austria,Hungary,3,3,Draw,Friendly/Invitationals
1917-05-06,Friendly,Austria,Hungary,1,1,Draw,Friendly/Invitationals
1917-05-07,Friendly,Japan,Philippines,2,15,Philippines,Friendly/Invitationals
1917-05-09,Far Eastern Championship Games,Japan,China PR,0,5,China PR,Other Tournaments
1917-05-10,Far Eastern Championship Games,Japan,Philippines,2,15,Philippines,Other Tournaments
1917-05-11,Far Eastern Championship Games,China PR,Philippines,3,0,China PR,Other Tournaments
1917-06-03,Friendly,Denmark,Sweden,1,1,Draw,Friendly/Invitationals
1917-06-03,Friendly,Hungary,Austria,6,2,Hungary,Friendly/Invitationals
1917-06-17,Friendly,Norway,Denmark,1,2,Denmark,Friendly/Invitationals
1917-07-15,Friendly,Austria,Hungary,1,4,Hungary,Friendly/Invitationals
1917-07-18,Copa Premio Honor Uruguayo,Uruguay,Argentina,0,2,Argentina,Other Tournaments
1917-08-15,Copa Lipton,Argentina,Uruguay,1,0,Argentina,Other Tournaments
1917-08-19,Friendly,Sweden,Norway,3,3,Draw,Friendly/Invitationals
1917-09-02,Copa Newton,Uruguay,Argentina,1,0,Uruguay,Other Tournaments
1917-09-16,Friendly,Norway,Sweden,0,2,Sweden,Friendly/Invitationals
1917-09-30,Copa América,Uruguay,Chile,4,0,Uruguay,Other Tournaments
1917-10-03,Copa América,Argentina,Brazil,4,2,Argentina,Other Tournaments
1917-10-06,Copa América,Argentina,Chile,1,0,Argentina,Other Tournaments
1917-10-07,Friendly,Denmark,Norway,12,0,Denmark,Friendly/Invitationals
1917-10-07,Friendly,Hungary,Austria,2,1,Hungary,Friendly/Invitationals
1917-10-07,Copa América,Uruguay,Brazil,4,0,Uruguay,Other Tournaments
1917-10-12,Copa América,Brazil,Chile,5,0,Brazil,Other Tournaments
1917-10-14,Friendly,Sweden,Denmark,1,2,Denmark,Friendly/Invitationals
1917-10-14,Copa América,Uruguay,Argentina,1,0,Uruguay,Other Tournaments
1917-10-16,Friendly,Uruguay,Brazil,3,1,Uruguay,Friendly/Invitationals
1917-11-04,Friendly,Austria,Hungary,1,2,Hungary,Friendly/Invitationals
1917-12-23,Friendly,Switzerland,Austria,0,1,Austria,Friendly/Invitationals
1917-12-26,Friendly,Switzerland,Austria,3,2,Switzerland,Friendly/Invitationals
1918-04-14,Friendly,Hungary,Austria,2,0,Hungary,Friendly/Invitationals
1918-05-09,Friendly,Austria,Switzerland,5,1,Austria,Friendly/Invitationals
1918-05-12,Friendly,Hungary,Switzerland,2,1,Hungary,Friendly/Invitationals
1918-05-26,Friendly,Sweden,Norway,2,0,Sweden,Friendly/Invitationals
1918-06-02,Friendly,Austria,Hungary,0,2,Hungary,Friendly/Invitationals
1918-06-02,Friendly,Denmark,Sweden,3,0,Denmark,Friendly/Invitationals
1918-06-16,Friendly,Norway,Denmark,3,1,Norway,Friendly/Invitationals
1918-07-18,Copa Premio Honor Uruguayo,Uruguay,Argentina,1,1,Draw,Other Tournaments
1918-07-28,Copa Premio Honor Uruguayo,Uruguay,Argentina,3,1,Uruguay,Other Tournaments
1918-08-15,Copa Premio Honor Argentino,Argentina,Uruguay,0,0,Draw,Other Tournaments
1918-08-25,Copa Premio Honor Argentino,Argentina,Uruguay,2,1,Argentina,Other Tournaments
1918-09-15,Friendly,Norway,Sweden,2,1,Norway,Friendly/Invitationals
1918-09-20,Copa Lipton,Uruguay,Argentina,1,1,Draw,Other Tournaments
1918-09-29,Copa Newton,Argentina,Uruguay,2,0,Argentina,Other Tournaments
1918-10-06,Friendly,Austria,Hungary,0,3,Hungary,Friendly/Invitationals
1918-10-06,Friendly,Denmark,Norway,4,0,Denmark,Friendly/Invitationals
1918-10-20,Friendly,Sweden,Denmark,1,2,Denmark,Friendly/Invitationals
1919-03-09,Friendly,Belgium,France,2,2,Draw,Friendly/Invitationals
1919-04-06,Friendly,Hungary,Austria,2,1,Hungary,Friendly/Invitationals
1919-04-21,Muratti Vase,Guernsey,Jersey,2,0,Guernsey,Other Tournaments
1919-05-11,Copa América,Brazil,Chile,6,0,Brazil,Other Tournaments
1919-05-11,Friendly,Paraguay,Argentina,1,5,Argentina,Friendly/Invitationals
1919-05-12,Far Eastern Championship Games,China PR,Philippines,2,0,China PR,Other Tournaments
1919-05-13,Copa América,Argentina,Uruguay,2,3,Uruguay,Other Tournaments
1919-05-13,Far Eastern Championship Games,China PR,Philippines,1,2,Philippines,Other Tournaments
1919-05-15,Friendly,Paraguay,Argentina,0,3,Argentina,Friendly/Invitationals
1919-05-15,Far Eastern Championship Games,China PR,Philippines,2,1,China PR,Other Tournaments
1919-05-17,Copa América,Chile,Uruguay,0,2,Uruguay,Other Tournaments
1919-05-18,Copa América,Brazil,Argentina,3,1,Brazil,Other Tournaments
1919-05-21,Friendly,Paraguay,Argentina,1,2,Argentina,Friendly/Invitationals
1919-05-22,Copa América,Argentina,Chile,4,1,Argentina,Other Tournaments
1919-05-24,Friendly,Paraguay,Argentina,1,2,Argentina,Friendly/Invitationals
1919-05-26,Copa América,Brazil,Uruguay,2,2,Draw,Other Tournaments
1919-05-29,Copa América,Brazil,Uruguay,1,0,Brazil,Other Tournaments
1919-05-29,Friendly,Sweden,Finland,1,0,Sweden,Friendly/Invitationals
1919-06-01,Friendly,Brazil,Argentina,3,3,Draw,Friendly/Invitationals
1919-06-05,Friendly,Denmark,Sweden,3,0,Denmark,Friendly/Invitationals
1919-06-09,Friendly,Netherlands,Sweden,3,1,Netherlands,Friendly/Invitationals
1919-06-12,Friendly,Denmark,Norway,5,1,Denmark,Friendly/Invitationals
1919-06-29,Friendly,Norway,Sweden,4,3,Norway,Friendly/Invitationals
1919-07-18,Copa Premio Honor Uruguayo,Uruguay,Argentina,4,1,Uruguay,Other Tournaments
1919-08-24,Friendly,Sweden,Netherlands,4,1,Sweden,Friendly/Invitationals
1919-08-24,Copa Newton,Uruguay,Argentina,2,1,Uruguay,Other Tournaments
1919-08-31,Friendly,Norway,Netherlands,1,1,Draw,Friendly/Invitationals
1919-09-07,Copa Lipton,Argentina,Uruguay,1,2,Uruguay,Other Tournaments
1919-09-14,Friendly,Sweden,Norway,1,5,Norway,Friendly/Invitationals
1919-09-21,Friendly,Norway,Denmark,3,2,Norway,Friendly/Invitationals
1919-09-28,Friendly,Finland,Sweden,3,3,Draw,Friendly/Invitationals
1919-10-05,Friendly,Austria,Hungary,2,0,Austria,Friendly/Invitationals
1919-10-12,Friendly,Sweden,Denmark,3,0,Sweden,Friendly/Invitationals
1919-10-19,Copa Premio Honor Argentino,Argentina,Uruguay,6,1,Argentina,Other Tournaments
1919-10-25,British Home Championship,Northern Ireland,England,1,1,Draw,Other Tournaments
1919-11-09,Friendly,Hungary,Austria,3,2,Hungary,Friendly/Invitationals
1919-12-07,Friendly,Uruguay,Argentina,4,2,Uruguay,Friendly/Invitationals
1920-01-18,Friendly,Italy,France,9,4,Italy,Friendly/Invitationals
1920-02-14,British Home Championship,Northern Ireland,Wales,2,2,Draw,Other Tournaments
1920-02-26,British Home Championship,Wales,Scotland,1,1,Draw,Other Tournaments
1920-02-29,Friendly,Switzerland,France,0,2,France,Friendly/Invitationals
1920-03-13,British Home Championship,Scotland,Northern Ireland,3,0,Scotland,Other Tournaments
1920-03-15,British Home Championship,England,Wales,1,2,Wales,Other Tournaments
1920-03-28,Friendly,France,Belgium,2,1,France,Friendly/Invitationals
1920-03-28,Friendly,Switzerland,Italy,3,0,Switzerland,Friendly/Invitationals
1920-04-05,Friendly,Netherlands,Denmark,2,0,Netherlands,Friendly/Invitationals
1920-04-10,British Home Championship,England,Scotland,5,4,England,Other Tournaments
1920-04-15,Muratti Vase,Guernsey,Jersey,1,0,Guernsey,Other Tournaments
1920-04-29,Muratti Vase,Alderney,Guernsey,1,0,Alderney,Other Tournaments
